"第一章 木屋","Chapter I The Chalet"
"埃莱奥诺尔揽镜自照，看见额头上延伸着一道道刀割般的皱纹。她叹了口气，在那叹惜声中，她感觉自己要向爱情告别了。她抛开所有女人的小心眼儿，想到了一个颇具男子气概的大胆主意——这个想法让她自我陶醉了好一会儿，或许也可以解释俄国的塞米勒米斯为什么宽宏大量地将她年轻漂亮的情敌嫁给了马莫诺夫。","Eleonore looked at herself, saw the fine razor-like lines traced on her brow, which disappeared at a little distance; she sighed, and in that sigh she felt she bade adieu to love.A brave thought came into her mind, a manly thought, outside of all the pettiness of women,—a thought which intoxicates for a moment, and which explains, perhaps, the clemency of the Semiramis of Russia when she married her young and beautiful rival to Momonoff."
"“既然他没有对我不忠，他倒可以把那个姑娘和她的几百万弄到手，”她想道，——“前提是米尼翁小姐的确像他所说的那样丑。”","“Since he has not been faithless, he shall have the girl and her millions,” she thought,—“provided Mademoiselle Mignon is as ugly as he says she is.”"
"有人在门上轻轻地敲了三下，这是公爵到了，妻子便自己过去给他开门。","Three raps, circumspectly given, announced the duke, and his wife went herself to the door to let him in."
"“啊！你好些了，我亲爱的。”他假装欢喜地叫道，凡是拍马屁的人都会这一套，而傻瓜见了就要上当了。","“Ah! I see you are better, my dear,” he cried, with the counterfeit joy that courtiers assume so readily, and by which fools are so readily taken in."
"“我亲爱的亨利，”她回答说，“你为什么还没有把梅尔基奥尔的任命弄好呢？——你已经在内阁里为国王效力了那么多，而你也知道，这内阁是只能呆一年的。”","“My dear Henri,” she answered, “why is it you have not yet obtained that appointment for Melchior,—you who sacrificed so much to the king in taking a ministry which you knew could only last one year.”"
"公爵瞥了一眼菲罗塞娜，她用一个别人几乎察觉不到的手势，示意梳妆台上有封勒阿弗尔的来信。","The duke glanced at Philoxene, who showed him by an almost imperceptible sign the letter from Havre on the dressing-table."
"“你到巴登去会烦死的，而且回来会跟梅尔基奥尔闹翻的。”公爵说。","“You would be terribly bored at Baden and come back at daggers drawn with Melchior,” said the duke."
"“请问为什么呀？”","“Pray why?”"
"“哎呀，你们会总在一起的。”这位前任外交官高兴地说道，那副好脾气的样子让人看了好笑。","“Why, you would always be together,” said the former diplomat, with comic good-humor."
"“唉，不，”她说，“我就要让他结婚了。”","“Oh, no,” she said; “I am going to marry him.”"
"“如果德埃鲁维尔的话可信，那我们亲爱的卡那利在这方面就不需要你的帮助了。”公爵笑着说道，“昨天，葛朗利厄把马厩大总管给他写的信给我念了几页。毫无疑问，这些话是大总管的姑妈指使他针对你而写的，因为德埃鲁维尔小姐总是在为她的侄子谋嫁妆，她又知道葛朗利厄几乎每天晚上都要和我玩惠斯特牌。善良的小德埃鲁维尔想让德卡迪央亲王去诺曼底组织一次皇家围猎，而且让他尽量说服国王到场。这样，这位小姐看到如此盛大的活动是为她举办的，就会飘飘然起来。总之，查理十世说两句话，这件事就成了。德埃鲁维尔说这个女孩子漂亮得无人能比——”","“If we can believe d’Herouville, our dear Canalis stands in no need of your help in that direction,” said the duke, smiling.“Yesterday Grandlieu read me some passages from a letter the grand equerry had written him.No doubt they were dictated by the aunt for the express purpose of their reaching you, for Mademoiselle d’Herouville, always on the scent of a ‘dot,’ knows that Grandlieu and I play whist nearly every evening.That good little d’Herouville wants the Prince de Cadignan to go down and give a royal hunt in Normandy, and endeavor to persuade the king to be present, so as to turn the head of the damozel when she sees herself the object of such a grand affair.In short, two words from Charles X. would settle the matter.D’Herouville says the girl has incomparable beauty—”"
"“亨利，我们去勒阿弗尔吧！”公爵夫人打断他，叫道。","“Henri, let us go to Havre!” cried the duchess, interrupting him."
"“以什么借口去呢？”她丈夫严肃地说。他是路易十八的心腹之一。","“Under what pretext?” said her husband, gravely; he was one of the confidants of Louis XVIII."
"“我从未看过围猎。”","“I never saw a hunt.”"
"“要是国王去的话，那倒很好。可路太远了，实在是太麻烦了，他是不会去的，我刚刚就一直在跟他说这件事。”","“It would be all very well if the king went; but it is a terrible bore to go so far, and he will not do it; I have just been speaking with him about it.”"
"“夫人可能会去吧？”","“Perhaps Madame would go?”"
"“那样更好了，”公爵回答说，“我敢保证摩弗里纽斯公爵夫人会帮你说服她从罗斯尼城堡过去的。如果她去的话，那国王就不会不高兴别人用他围猎的随从和装备了。别去勒阿弗尔了，亲爱的，”公爵慈父般地补充道，“那样你会露馅的。听我说，我觉得有个更好的计划。加斯帕尔的罗桑布赖城堡就在布罗托纳森林对面，为什么不暗示他邀请那帮人呢？”","“That would be better,” returned the duke, “I dare say the Duchesse de Maufrigneuse would help you to persuade her from Rosny.If she goes the king will not be displeased at the use of his hunting equipage.Don’t go to Havre, my dear,” added the duke, paternally, “that would be giving yourself away.Come, here’s a better plan, I think.Gaspard’s chateau of Rosembray is on the other side of the forest of Brotonne; why not give him a hint to invite the whole party?”"
"“让他邀请他们？”爱莱奥诺尔说。","“He invite them?” said Eleonore."
"“当然，我的意思是说让公爵夫人邀请他们。她一直和德埃鲁维尔小姐一起从事慈善工作，给那个老小姐一点暗示，让她去跟加斯帕尔说。”","“I mean, of course, the duchess; she is always engaged in pious works with Mademoiselle d’Herouville; give that old maid a hint, and get her to speak to Gaspard.”"
"“你真是一个招人爱的男人，”埃莱奥诺尔叫道，“我马上就给这位老小姐和迪亚娜写信，因为我们还要准备好行头——戴一顶骑帽会很好看的。你昨晚在英国大使那边赢了吗？”","“You are a love of a man,” cried Eleonore; “I’ll write to the old maid and to Diane at once, for we must get hunting things made,—a riding hat is so becoming.Did you win last night at the English embassy?”"
