"en","zh"
"M. de Nueil was at an age when a man is the dupe of these caprices, of the fence which women delight to prolong; either to dictate their own terms, or to enjoy the sense of their power yet longer, knowing instinctively as they do that it must soon grow less.","德纽埃尔先生正是处于这样一种易受这些爱情游戏欺骗的年龄，对女人而言，这种藩篱她们最乐于延长；目的是要么为了守卫她们的权威，要么是想再度延长她们享受权利的时间，因为她们本能地得知自己的权力马上就会越来越削弱。"
"But, after all, these little boudoir protocols, less numerous than those of the Congress of London, are too small to be worth mention in the history of this passion.","不过，毕竟，像这些小小的闺房协议，当然比不过那些伦敦会议的内容那么繁多，因此在这些激情爱情的历史长河中太过渺小，实在是不值一提。"
"For three years Mme. de Beauseant and M. de Nueil lived in the villa on the lake of Geneva.","德鲍赛昂夫人和德纽埃尔先生在日内瓦湖边的别墅中一起居住了三年之久。"
"They lived quite alone, received no visitors, caused no talk, rose late, went out together upon the lake, knew, in short, the happiness of which we all of us dream.","他们独自安静地过活，不接见任何人，从不和人闲话，睡觉起得很晚，一起泛舟游湖，你知道，总之，如我们梦想般地过着幸福的生活。"
"It was a simple little house, with green shutters, and broad balconies shaded with awnings, a house contrived of set purpose for lovers, with its white couches, soundless carpets, and fresh hangings, everything within it reflecting their joy.","这是座简朴的小别墅，有着绿色的百叶窗，宽阔的阳台上遮着布帘，这是专为爱侣准备的屋子，里面摆放着白色沙发，踏上去没有声音的地毯，还有颜色鲜艳的帷幔，这一切都闪烁着欢乐光芒。"
"Every window looked out on some new view of the lake; in the far distance lay the mountains, fantastic visions of changing color and evanescent cloud; above them spread the sunny sky, before them stretched the broad sheet of water, never the same in its fitful changes.","从每个窗子望出去都会看到不同的新鲜景色；远处群山环绕，浮云千变万化，色彩变幻，景致奇异；头顶上阳光明媚，在他们面前是一片宽阔的水面，湖水阵阵变化，闪烁不定。"
"All their surroundings seemed to dream for them, all things smiled upon them.","周围的一切仿佛都在为他们制造梦境，所有的一切都好像在向他们微笑。"
"Then weighty matters recalled M. de Nueil to France.","一件关系重大的事情要求德纽埃尔先生必须回到法国。"
"His father and brother died, and he was obliged to leave Geneva.","他的父亲和哥哥去世了，他必须离开日内瓦。"
"The lovers bought the house; and if they could have had their way, they would have removed the hills piecemeal, drawn off the lake with a siphon, and taken everything away with them.","这对情侣已买下这栋房子；要是可能的话，他们真想将群山粉碎，用吸管吸干湖水，把这一切都统统带走。"
"Mme. de Beauseant followed M. de Nueil.","德鲍赛昂夫人跟随德纽埃尔先生一起回去了。"
"She realized her property, and bought a considerable estate near Manerville, adjoining Gaston’s lands, and here they lived together; Gaston very graciously giving up Manerville to his mother for the present in consideration of the bachelor freedom in which she left him.","她变卖了财产，在玛奈维尔附近购买了一大片地皮，和加斯东的土地毗邻，他们就在那里住下了；加斯东考虑只要母亲给他以自由之身，他便会欣然将玛奈维尔地产的使用权交给她。"
"Mme. de Beauseant’s estate was close to a little town in one of the most picturesque spots in the valley of the Auge.","德鲍赛昂夫人的房子就坐落在一座小城附近，位于奥日河谷最美丽的地段。"
"Here the lovers raised barriers between themselves and social intercourse, barriers which no creature could overleap, and here the happy days of Switzerland were lived over again.","两个情人在他们和社会交际之间设置了鸿沟，任何人都无法逾越的鸿沟，他们又恢复了往日在瑞士生活的幸福美好时光。"
"For nine whole years they knew happiness which it serves no purpose to describe; happiness which may be divined from the outcome of the story by those whose souls can comprehend poetry and prayer in their infinite manifestations.","九年来，他们过着毋庸细数的幸福生活；这样的生活务必会使那些能够理解各种各样形式的诗歌和祈祷的人，猜想到其中的幸福滋味。"
"All this time Mme. de Beauseant’s husband, the present Marquis (his father and elder brother having died), enjoyed the soundest health.","德鲍赛昂夫人的丈夫，现在的侯爵先生（他的父亲和哥哥已经去世），身体非常健康。"
"There is no better aid to life than a certain knowledge that our demise would confer a benefit on some fellow-creature.","要是能确实知道我们的死能够给别的什么人带来幸福的话，那么没有什么原因能够帮助我们更好地坚持活下去了。"
"M. de Beauseant was one of those ironical and wayward beings who, like holders of life-annuities, wake with an additional sense of relish every morning to a consciousness of good health.","德鲍赛昂先生性格执拗，刚愎自用，他和别的享受终身年金的人一样，认为只要每天早晨起床发觉自己精神饱满，便比别人都多一层不能享受的畅快感觉。"
"For the rest, he was a man of the world, somewhat methodical and ceremonious, and a calculator of consequences, who could make a declaration of love as quietly as a lackey announces that “Madame is served.”","至于其他，他是个饱经世故者，做事讲求方法和仪式，精于心计，他对女人倾诉爱情就像仆人平静地说“夫人，开饭了。”"
"This brief biographical notice of his lordship the Marquis de Beauseant is given to explain the reasons why it was impossible for the Marquise to marry M. de Nueil.","这一小段有关德鲍赛昂先生的传记，给大家以解释的目的是想说明侯爵夫人要嫁给德纽埃尔先生是不可能的。"
