"第一章","CHAPTER I"
"“那……您认为……不要再折磨我了！”埃琳娜突然说道。","‘That is—you think—don’t torture me!’ broke suddenly from Elena."
"“我觉得，”别尔谢涅夫接着说道，“因萨罗夫现在爱上了一个俄国女孩，因此为了兑现他的诺言，他决心打算要走了。”","‘I think,’ Bersenyev continued hurriedly, ‘that Insarov is in love now with a Russian girl, and he is resolved to go, according to his word.’"
"埃琳娜将他的手握得更紧了，她的头也垂得更低，就像要把她那因羞愧而涨红的脸和脖子都从众人的目光中隐藏起来。","Elena clasped his hand still tighter, and her head drooped still lower, as if she would hide from other eyes the flush of shame which suddenly blazed over her face and neck."
"“安德烈·彼得罗维奇，你真的如天使般善良，”她说，“但是，他还会来跟我们告别吗？”","‘Andrei Petrovitch, you are kind as an angel,’ she said, ‘but will he come to say goodbye?’"
"“是的，我觉得他肯定会来的。他其实不想走……”","‘Yes, I imagine so; he will be sure to come.He wouldn’t like to go away—’"
"“告诉他，告诉他……’","‘Tell him, tell him—’"
"但是现在这个可怜的女孩已经情绪崩溃了，眼泪从眼眶中滑落，她跑了出去。","But here the poor girl broke down; tears rushed streaming from her eyes, and she ran out of the room."
"“她是多么地爱他啊”，别尔谢涅夫一边想着，一边慢慢地向家里走去，“我没有想到是这样的，我没有想到她的感情如此地强烈。她说我很善良，”他回忆着，“谁能告诉我是什么感情让我将这件事情告诉埃琳娜的？肯定不是因为善良，不，肯定不是的。这全是因为我强烈地想确信这把匕首是否真的插在了伤口上。我现在该满意了。他们是那么地相爱，我却利用了他们……未来在科学和俄国公众之间的中间人，舒宾曾这样叫我，现在看来似乎不管天意如何，我都必须要做个中间人了。但是如果我弄错了呢？不，我不会弄错的……”","‘So that’s how she loves him,’ thought Bersenyev, as he walked slowly home.‘I didn’t expect that; I didn’t think she felt so strongly.I am kind, she says.’ he pursued his reflections:… ‘Who can tell what feelings, what impulse drove me to tell Elena all that?It was not kindness; no, not kindness.It was all the accursed desire to make sure whether the dagger is really in the wound.I ought to be content.They love each other, and I have been of use to them….The future go-between between science and the Russian public Shubin calls me; it seems as though it had been decreed at my birth that I should be a go-between.But if I’m mistaken?No, I’m not mistaken—’"
"这令安德烈·彼得罗维奇觉得苦闷，也使得他不会再注意到劳默尔了。","It was bitter for Andrei Petrovitch, and he could not turn his mind to Raumer."
"第二天下午两点，因萨罗夫来到斯塔霍夫家。就像设计好的一样，安娜·瓦西里耶夫娜的客厅里有位客人，是邻居牧师的太太，一位优秀杰出的女人，尽管她和警察有些不愉快，因为她执意要在一天中最热的时候，到路旁的湖里沐浴，而一位严肃的将军的家眷总是常常经过那里。一位客人的存在起初对于埃琳娜甚至是一种解放，可因为听到了因萨罗夫的脚步声，她脸上变得毫无血色；但是，想到他告别的时候可能没有机会与她单独说话，她的心一沉。他看起来也有些烦躁，逃避着她的眼光。“他一定不会马上就走吧，”埃琳娜暗想。但事实上，因萨罗夫已经转身去跟安娜·瓦西里耶夫娜道别了，埃琳娜急忙站起来，叫他到窗边去。牧师的夫人很意外，她也想转身，但是她被衣服勒得很紧以至于每动一下就发出咯吱咯吱的声音，所以她还是坐在原来的位置上。","The next day at two o’clock Insarov arrived at the Stahovs’.As though by express design, there was a visitor in Anna Vassilyevna’s drawing-room at the time, the wife of a neighbouring chief-priest, an excellent and worthy woman, though she had had a little unpleasantness with the police, because she thought fit, in the hottest part of the day, to bathe in a lake near the road, along which a certain dignified general’s family used often to be passing.The presence of an outside person was at first even a relief to Elena, from whose face every trace of colour vanished, directly she heard Insarov’s step; but her heart sank at the thought that he might go without a word with her alone.He, too, seemed confused, and avoided meeting her eyes.‘Surely he will not go directly,’ thought Elena.Insarov was, in fact, turning to take leave of Anna Vassilyevna; Elena hastily rose and called him aside to the window.The priest’s wife was surprised, and tried to turn round; but she was so tightly laced that her stays creaked at every movement, and she stayed where she was."
"“听着，”埃琳娜急促地说，“我知道你是来干什么的，安德烈·彼得罗维奇已经把你的决定告诉我了，但是我请求你，我请求你今天别跟我们告别，你明天上午早一点，十一点再来吧。我有些话要跟您说。”","‘Listen,’ said Elena hurriedly; ‘I know what you have come for; Andrei Petrovitch told me of your intention, but I beg, I entreat you, do not say good-bye to us to-day, but come here to-morrow rather earlier, at eleven.I must have a few words with you.’"
"因萨罗夫没有说话，只是低下了头。","Insarov bent his head without speaking."
"“我不会强留你的……你能答应我吗？”","‘I will not keep you….You promise me?’"
"因萨罗夫又一次垂下了头，但是还是没说一句话。","Again Insarov bowed, but said nothing."
"“列诺奇卡，快过来，”安娜·瓦西里耶夫娜说，“快看看，多漂亮的手提包啊。”","‘Lenotchka, come here,’ said Anna Vassilyevna, ‘look, what a charming reticule.’"
"“这是我自己亲手做的。”牧师夫人回答道。","‘I worked it myself,’ observed the priest’s wife."
"埃琳娜从窗户旁边走过来了。","Elena came away from the window."
"因萨罗夫在斯塔霍夫家还没呆到十五分钟。埃琳娜一直安静地看着他。他坐立不安，显得很拘束。像以前一样，他并不知道该望向哪里，然后突然地离开了，似乎就那么消失不见了。","Insarov did not stay more than a quarter of an hour at the Stahovs’.Elena watched him secretly.He was restless and ill at ease.As before, he did not know where to look, and he went away strangely and suddenly; he seemed to vanish."
"这一天对于埃琳娜来说很漫长，慢慢长夜就更加难熬。埃琳娜坐在她的床上，胳膊搭在膝盖上，垂着头；有时候她来到窗户旁，将滚烫的额头靠在冰冷的玻璃上；翻来覆去想了又想，直到自己精疲力尽。她的心变得如石头般坚硬，只是自己未感觉到，但是她头里的血管却在痛苦地跳动着，头发让她烦闷，嘴唇也很干燥。“他肯定会来的……他还没跟妈妈告别呢……他不会骗我的……难道安德烈·彼得罗维奇是对的吗？不会的……他并没有直接答应我要来……我们此生就不能再相见了吗？”这些想法从未离开过她，周而复始地困扰着她，就像是一团迷雾一直盘旋在她的心中。“他是爱我的！”这个念头突然在她大脑中闪过，点燃了她内心的火焰，她凝视着黑夜，一丝不易察觉的微笑绽放在她的唇边，但她马上又甩了甩头，将双手枕在脑后，之前的那个念头，又似乎烟消云散了。天亮前她才脱下衣服，到床上去，但是她却无法入睡。第一缕阳光射进了她的房间……“哦，假如他是真的爱我呢！”她突然喊道，张开怀抱，让阳光照耀着她，再也不感到害羞。她起床，穿上衣服，走下楼去。家里还没有人起床。她走到花园中，那里很安静，满眼绿色，空气清新，小鸟们欢快地歌唱着，花朵们兴奋地仰着头四处张望，但这一切却无法让她感到欢喜。“哦！”她想着，“如果这是真的，我就会比这些花草更愉快，但是这会是真的吗？”她回到了房间去打发时间，她开始换裙子。但是那些裙子都从她手中滑落，她仍衣衫不整地坐在梳妆镜前，直到佣人叫她下去喝早茶。她走下楼去，母亲注意到她脸色苍白，但只是说道：“你今天很有趣啊，”上下打量着她后，又继续说道，“这套裙子真的很适合你啊，如果想让别人欣赏你，你就应该常常穿着它。”埃琳娜什么都没说，在一个角落里坐下。这个时候，钟敲响了九点钟，距离十一点只有两个小时了。埃琳娜尝试去看书，然后去刺绣，然后又拿起书本，接着她强迫自己在小道上来回走了一百遍；再然后，她耐心地注视着安娜·瓦西里耶夫娜摆牌阵……时而看看钟，还没到十点。舒宾走进了客厅。她想与他交谈，来请求他的原谅，但她自己也不知道她哪里做错了……她说的每一句话都并没有让她感到为难，但却让她自己产生了一种诧异的感觉。舒宾向她弯下腰。她就觉得那是在愚弄她，她的眼前浮现的是一张悲伤而怜悯的脸……她对着这张脸微笑，舒宾也笑了，没有说一句话就安静地走了。她打算挽留他，但却想不起来该怎样称呼他。最后终于到十一点。于是她开始等待，等待，而且竖起耳朵听着。她现在做不了任何别的事，连思考都停止了。她的心又一次躁动，跳得越来越快，令人奇怪的是，时间转瞬即逝。一刻钟过去了，半小时过去了，像埃琳娜想的那样，又几分钟过去了，当她突然站起来时，时钟敲响了，不是十二点，而是下午一点。“他没有来，他没有告别就走了。”这个念头令血液一下子涌进她的大脑里。她觉得自己无法呼吸，仿佛下一刻就要哭出来似的。她冲到自己的房间，躺在床上双手掩面。","Slowly passed that day for Elena; still more slowly dragged on the long, long night.Elena sat on her bed, her arms clasping her knees, and her head laid on them; then she walked to the window, pressed her burning forehead against the cold glass, and thought and thought, going over and over the same thoughts till she was exhausted.Her heart seemed turned to stone, she did not feel it, but the veins in her head throbbed painfully, her hair stifled her, and her lips were dry.‘He will come… he did not say good-bye to mamma… he will not deceive me…Can Andrei Petrovitch have been right?It cannot be…He didn’t promise to come in words…Can I have parted from him for ever—?’ Those were the thoughts that never left her, literally never left her; they did not come and come again; they were for ever turning like a mist moving about in her brain.‘He loves me!’ suddenly flashed through her, setting her whole nature on fire, and she gazed fixedly into the darkness; a secret smile parted her lips, seen by none, but she quickly shook her head, and clasped her hands behind her neck, and again her former thought hung like a mist about her.Before morning she undressed and went to bed, but she could not sleep.The first fiery ray of sunlight fell upon her room…‘Oh, if he loves me!’ she cried suddenly, and unabashed by the light shining on her, she opened wide her arms…She got up, dressed, and went down.No one in the house was awake yet.She went into the garden, but in the garden it was peaceful, green, and fresh; the birds chirped so confidingly, and the flowers peeped out so gaily that she could not bear it.‘Oh!’ she thought, ‘if it is true, no blade of grass is happy as I. But is it true?’She went back to her room and, to kill time, she began changing her dress.But everything slipped out of her hands, and she was still sitting half-dressed before her looking-glass when she was summoned to morning tea.She went down; her mother noticed her pallor, but only said: ‘How interesting you are to-day,’ and taking her in in a glance, she added: ‘How well that dress suits you; you should always put it on when you want to make an impression on any one.’Elena made no reply, and sat down in a corner.Meanwhile it struck nine o’ clock; there were only two hours now till eleven.Elena tried to read, then to sew, then to read again, then she vowed to herself to walk a hundred times up and down one alley, and paced it a hundred times; then for a long time she watched Anna Vassilyevna laying out the cards for patience… and looked at the clock; it was not yet ten.Shubin came into the drawing-room.She tried to talk to him, and begged his pardon, what for she did not know herself….Every word she uttered did not cost her effort exactly, but roused a kind of amazement in herself.Shubin bent over her.She expected ridicule, raised her eyes, and saw before her a sorrowful and sympathetic face….She smiled at this face.Shubin, too, smiled at her without speaking, and gently left her.She tried to keep him, but could not at once remember what to call him.At last it struck eleven.Then she began to wait, to wait, and to listen.She could do nothing now; she ceased even to think.Her heart was stirred into life again, and began beating louder and louder, and strange, to say, the time seemed flying by.A quarter of an hour passed, then half an hour; a few minutes more, as Elena thought, had passed, when suddenly she started; the clock had struck not twelve, but one.‘He is not coming; he is going away without saying good-bye.’… The blood rushed to her head with this thought.She felt that she was gasping for breath, that she was on the point of sobbing….She ran to her own room, and fell with her face in her clasped hands on to the bed."
